고유 ID,주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,지역,제품 코드,제품 대분류,제품 중분류,제품명,매출,수량,할인율,수익
2918,IN-2014-50809,2015-06-13,2015-06-18,표준 배송,CA-12775,장민준,소비자,동구,광주광역시,대한민국,호남,TEC-PH-10000169,사무기기,전화기,"Apple Smart Phone, with Caller ID",5866570.8,9,0,2874349.8
2919,ID-2012-22011,2013-07-31,2013-08-03,빠른 배송,CR-12625,신형철,홈 오피스,동구,울산광역시,대한민국,영남,OFF-ST-10002650,사무용품,수납용품,"Fellowes Lockers, Wire Frame",631584,6,0.5,-227480.4
2920,ID-2012-22011,2013-07-31,2013-08-03,빠른 배송,CR-12625,신형철,홈 오피스,동구,울산광역시,대한민국,영남,OFF-FA-10002175,사무용품,파스너,"OIC Push Pins, Assorted Sizes",18910.8,3,0.5,-1193.4
2921,ID-2012-22011,2013-07-31,2013-08-03,빠른 배송,CR-12625,신형철,홈 오피스,동구,울산광역시,대한민국,영남,OFF-BI-10001200,사무용품,바인더,"Avery Binder, Durable",22032,3,0.5,-19002.6
2922,IN-2015-50627,2016-09-14,2016-09-18,표준 배송,LW-16825,이동탁,기업 고객,연수구,인천광역시,대한민국,수도권,OFF-AR-10004486,사무용품,필기구,"Sanford Canvas, Blue",154591.2,3,0,40116.6
2923,IN-2015-50627,2016-09-14,2016-09-18,표준 배송,LW-16825,이동탁,기업 고객,연수구,인천광역시,대한민국,수도권,OFF-EN-10001977,사무용품,봉투,"Cameo Business Envelopes, Recycled",32130,2,0,7038
2924,IN-2015-75456,2016-07-10,2016-07-15,빠른 배송,AA-10375,주영호,소비자,영암군,전라남도,대한민국,호남,FUR-FU-10004064,가구,가구류,"Rubbermaid Door Stop, Erganomic",86536.8,2,0,40636.8
2925,IN-2015-75456,2016-07-10,2016-07-15,빠른 배송,AA-10375,주영호,소비자,영암군,전라남도,대한민국,호남,OFF-ST-10003907,사무용품,수납용품,"Rogers Shelving, Wire Frame",249696,4,0,72338.4
2926,IN-2015-75456,2016-07-10,2016-07-15,빠른 배송,AA-10375,주영호,소비자,영암군,전라남도,대한민국,호남,OFF-ST-10004841,사무용품,수납용품,"Eldon Box, Blue",62791.2,6,0,21297.6
2927,IN-2015-75456,2016-07-10,2016-07-15,빠른 배송,AA-10375,주영호,소비자,영암군,전라남도,대한민국,호남,OFF-PA-10002618,사무용품,종이,"Eaton Memo Slips, Multicolor",15453,1,0,4773.6
2928,IN-2015-75456,2016-07-10,2016-07-15,빠른 배송,AA-10375,주영호,소비자,영암군,전라남도,대한민국,호남,OFF-AP-10002963,사무용품,가전,"Hoover Toaster, Red",682502.4,8,0,286416
2929,IN-2014-57480,2015-08-17,2015-08-19,빠른 배송,TB-21175,김병철,기업 고객,울주군,울산광역시,대한민국,영남,OFF-BI-10004140,사무용품,바인더,"Cardinal Index Tab, Clear",11378.304,2,0.17,3789.504
2930,ID-2014-28976,2015-11-08,2015-11-08,당일 배송,JK-15205,노승만,소비자,서천군,충청남도,대한민국,충청,OFF-EN-10002090,사무용품,봉투,"Kraft Peel and Seal, with clear poly window",38971.854,3,0.47,-777.546
2931,IN-2015-64669,2016-01-21,2016-01-23,특급 배송,VP-21730,우시정,홈 오피스,하남시,경기도,대한민국,수도권,OFF-LA-10000506,사무용품,라벨,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",55845,5,0,16065
2932,IN-2013-52111,2014-12-01,2014-12-01,당일 배송,JH-16180,오선미,소비자,충주시,충청북도,대한민국,충청,TEC-AC-10003734,사무기기,악세사리,"Memorex Numeric Keypad, Erganomic",285865.2,6,0,131457.6
2933,ID-2014-32252,2015-10-03,2015-10-08,표준 배송,AR-10345,서정진,기업 고객,용인시,경기도,대한민국,수도권,OFF-ST-10004183,사무용품,수납용품,"Rogers Trays, Wire Frame",123930,2,0,50796
2934,ID-2014-32252,2015-10-03,2015-10-08,표준 배송,AR-10345,서정진,기업 고객,용인시,경기도,대한민국,수도권,FUR-FU-10000666,가구,가구류,"Rubbermaid Frame, Black",224175.6,2,0,60526.8
2935,ID-2013-36403,2014-10-11,2014-10-12,특급 배송,SW-20245,임단비,소비자,진천군,충청북도,대한민국,충청,TEC-PH-10001699,사무기기,전화기,"Samsung Smart Phone, Full Size",2698283.52,5,0.17,-24.48
2936,IN-2014-41079,2015-01-16,2015-01-18,빠른 배송,RL-19615,차영리,소비자,양산시,경상남도,대한민국,영남,OFF-SU-10002448,사무용품,일반 사무용품,"Stiletto Trimmer, High Speed",87210,2,0,16524
2937,ID-2012-26974,2013-10-04,2013-10-06,특급 배송,SD-20485,윤혜진,홈 오피스,오산시,경기도,대한민국,수도권,OFF-SU-10004401,사무용품,일반 사무용품,"Acme Shears, High Speed",84015.36,3,0.45,-15312.24
2938,ID-2015-44117,2016-08-05,2016-08-09,표준 배송,TP-21130,명선용,소비자,수원시,경기도,대한민국,수도권,OFF-AR-10000120,사무용품,필기구,"BIC Canvas, Fluorescent",178268.256,6,0.47,-47192.544
2939,ID-2015-44117,2016-08-05,2016-08-09,표준 배송,TP-21130,명선용,소비자,수원시,경기도,대한민국,수도권,FUR-BO-10001393,가구,책장,"Safco 3-Shelf Cabinet, Pine",328092.282,3,0.37,-135405.918
2940,ID-2015-44117,2016-08-05,2016-08-09,표준 배송,TP-21130,명선용,소비자,수원시,경기도,대한민국,수도권,TEC-CO-10001726,사무기기,복사기,"HP Fax and Copier, High-Speed",329827.302,3,0.37,-68125.698
2941,ID-2015-44117,2016-08-05,2016-08-09,표준 배송,TP-21130,명선용,소비자,수원시,경기도,대한민국,수도권,OFF-FA-10004659,사무용품,파스너,"Stockwell Thumb Tacks, 12 Pack",21018.528,3,0.47,-5970.672
2942,ID-2015-44117,2016-08-05,2016-08-09,표준 배송,TP-21130,명선용,소비자,수원시,경기도,대한민국,수도권,OFF-ST-10000948,사무용품,수납용품,"Fellowes Box, Blue",42556.032,4,0.47,1552.032
2943,ID-2015-44117,2016-08-05,2016-08-09,표준 배송,TP-21130,명선용,소비자,수원시,경기도,대한민국,수도권,FUR-CH-10001397,가구,의자,"SAFCO Chairmat, Set of Two",92434.644,2,0.27,10120.644
2944,ID-2015-44117,2016-08-05,2016-08-09,표준 배송,TP-21130,명선용,소비자,수원시,경기도,대한민국,수도권,TEC-PH-10002904,사무기기,전화기,"Motorola Office Telephone, Cordless",126329.652,2,0.17,7601.652
2945,ID-2015-44117,2016-08-05,2016-08-09,표준 배송,TP-21130,명선용,소비자,수원시,경기도,대한민국,수도권,OFF-FA-10000581,사무용품,파스너,"Stockwell Thumb Tacks, Metal",22137.57,3,0.47,-5861.43
2946,ID-2015-44117,2016-08-05,2016-08-09,표준 배송,TP-21130,명선용,소비자,수원시,경기도,대한민국,수도권,TEC-AC-10003408,사무기기,악세사리,"Enermax Keyboard, Programmable",91858.752,2,0.47,-29500.848
2947,IN-2015-37040,2016-03-26,2016-03-30,표준 배송,CJ-11875,최재선,기업 고객,광진구,서울특별시,대한민국,수도권,TEC-CO-10003589,사무기기,복사기,"HP Fax Machine, Digital",916714.8,3,0,137424.6
2948,IN-2014-49192,2015-07-17,2015-07-20,빠른 배송,CR-12820,서규연,홈 오피스,고령군,경상북도,대한민국,영남,FUR-CH-10004491,가구,의자,"SAFCO Swivel Stool, Adjustable",347677.2,2,0,125154
2949,ID-2015-26827,2016-10-03,2016-10-07,표준 배송,DM-13015,성서윤,소비자,울주군,울산광역시,대한민국,영남,FUR-CH-10003354,가구,의자,"Novimex Bag Chairs, Black",129649.752,4,0.27,-46239.048
2950,IN-2015-78368,2016-10-24,2016-10-28,표준 배송,DW-13585,송지훈,기업 고객,무주군,전라북도,대한민국,호남,OFF-EN-10002700,사무용품,봉투,"Kraft Interoffice Envelope, with clear poly window",154407.6,3,0,53978.4
2951,IN-2015-78368,2016-10-24,2016-10-28,표준 배송,DW-13585,송지훈,기업 고객,무주군,전라북도,대한민국,호남,TEC-PH-10003946,사무기기,전화기,"Cisco Office Telephone, VoIP",164322,2,0,14749.2
2952,IN-2015-78368,2016-10-24,2016-10-28,표준 배송,DW-13585,송지훈,기업 고객,무주군,전라북도,대한민국,호남,FUR-CH-10004082,가구,의자,"Office Star Chairmat, Black",517262.4,8,0,186048
2953,IN-2013-10902,2014-11-09,2014-11-16,표준 배송,NL-18310,김연경,홈 오피스,동래구,부산광역시,대한민국,영남,FUR-BO-10002285,가구,책장,"Safco Corner Shelving, Pine",769131,5,0,123012
2954,IN-2013-10902,2014-11-09,2014-11-16,표준 배송,NL-18310,김연경,홈 오피스,동래구,부산광역시,대한민국,영남,TEC-PH-10002601,사무기기,전화기,"Motorola Smart Phone, Cordless",2622542.4,4,0,104896.8
2955,IN-2012-62037,2013-11-12,2013-11-15,특급 배송,TP-21130,명선용,소비자,수원시,경기도,대한민국,수도권,OFF-EN-10003537,사무용품,봉투,"GlobeWeis Manila Envelope, Set of 50",69565.122,3,0.17,10813.122
2956,IN-2012-62037,2013-11-12,2013-11-15,특급 배송,TP-21130,명선용,소비자,수원시,경기도,대한민국,수도권,OFF-ST-10001638,사무용품,수납용품,"Tenex File Cart, Single Width",911686.608,8,0.17,131753.808
2957,IN-2012-62037,2013-11-12,2013-11-15,특급 배송,TP-21130,명선용,소비자,수원시,경기도,대한민국,수도권,FUR-CH-10003861,가구,의자,"Novimex Rocking Chair, Set of Two",796305.024,8,0.27,185284.224
2958,IN-2012-62037,2013-11-12,2013-11-15,특급 배송,TP-21130,명선용,소비자,수원시,경기도,대한민국,수도권,TEC-AC-10001348,사무기기,악세사리,"Logitech Router, Bluetooth",401103.576,3,0.47,-348168.024
2959,IN-2012-62037,2013-11-12,2013-11-15,특급 배송,TP-21130,명선용,소비자,수원시,경기도,대한민국,수도권,OFF-LA-10001731,사무용품,라벨,"Avery Removable Labels, Alphabetical",26820.288,3,0.17,932.688
2960,ID-2013-48639,2014-10-31,2014-11-04,표준 배송,BS-11380,이윤수,기업 고객,영주시,경상북도,대한민국,영남,OFF-FA-10002058,사무용품,파스너,"Stockwell Thumb Tacks, Assorted Sizes",22899.816,4,0.47,-11249.784
2961,ID-2013-48639,2014-10-31,2014-11-04,표준 배송,BS-11380,이윤수,기업 고객,영주시,경상북도,대한민국,영남,TEC-CO-10001895,사무기기,복사기,"Sharp Wireless Fax, Color",3050925.264,9,0.07,-131321.736
2962,IN-2014-14192,2015-04-10,2015-04-14,빠른 배송,YS-21880,최주린,기업 고객,구미시,경상북도,대한민국,영남,FUR-CH-10002213,가구,의자,"Hon Executive Leather Armchair, Black",1398848.4,6,0.5,-1119225.6
2963,IN-2014-41975,2015-06-09,2015-06-09,당일 배송,Dp-13240,남세현,홈 오피스,광산구,광주광역시,대한민국,호남,FUR-CH-10002061,가구,의자,"Harbour Creations Executive Leather Armchair, Red",970754.4,2,0,232927.2
2964,IN-2014-41975,2015-06-09,2015-06-09,당일 배송,Dp-13240,남세현,홈 오피스,광산구,광주광역시,대한민국,호남,TEC-MA-10003084,사무기기,전산기기,"Okidata Receipt Printer, Red",612306,5,0,0
2965,IN-2014-44537,2015-06-29,2015-07-05,표준 배송,KT-16465,윤규식,소비자,군포시,경기도,대한민국,수도권,OFF-PA-10003407,사무용품,종이,"Enermax Memo Slips, Recycled",31762.8,2,0,13280.4
2966,IN-2014-44537,2015-06-29,2015-07-05,표준 배송,KT-16465,윤규식,소비자,군포시,경기도,대한민국,수도권,OFF-BI-10004553,사무용품,바인더,"Cardinal Binder, Clear",81334.8,6,0,40575.6
2967,IN-2013-73216,2014-12-13,2014-12-15,빠른 배송,BW-11110,노희도,기업 고객,공주시,충청남도,대한민국,충청,OFF-SU-10001535,사무용품,일반 사무용품,"Elite Box Cutter, High Speed",249114.6,7,0,39841.2
2968,IN-2014-30194,2015-10-30,2015-11-06,표준 배송,RD-19585,배승지,소비자,포항시,경상북도,대한민국,영남,OFF-ST-10004228,사무용품,수납용품,"Tenex Shelving, Industrial",56242.8,1,0,17411.4
2969,IN-2014-66272,2015-10-02,2015-10-03,특급 배송,JK-15640,장서희,홈 오피스,수원시,경기도,대한민국,수도권,OFF-PA-10000382,사무용품,종이,"SanDisk Computer Printout Paper, Multicolor",85924.8,3,0.1,29559.6
2970,ID-2015-64949,2016-12-10,2016-12-15,표준 배송,MZ-17335,황명희,홈 오피스,구미시,경상북도,대한민국,영남,FUR-CH-10000432,가구,의자,"Harbour Creations Swivel Stool, Adjustable",407914.218,3,0.27,-117365.382
2971,IN-2013-40057,2014-03-17,2014-03-17,당일 배송,TM-21490,주경민,소비자,포천시,경기도,대한민국,수도권,FUR-BO-10001393,가구,책장,"Safco 3-Shelf Cabinet, Pine",484326.702,3,0.07,20828.502
2972,IN-2015-39301,2016-06-25,2016-06-30,표준 배송,JS-15880,박경미,소비자,부산진구,부산광역시,대한민국,영남,OFF-ST-10002395,사무용품,수납용품,"Rogers Lockers, Single Width",582884.1,3,0.1,220182.3
2973,IN-2015-71291,2016-05-21,2016-05-25,표준 배송,DL-13315,문주만,소비자,마포구,서울특별시,대한민국,수도권,OFF-PA-10004379,사무용품,종이,"Enermax Computer Printout Paper, Premium",58078.8,2,0,1101.6
2974,IN-2015-13184,2016-02-11,2016-02-15,표준 배송,AB-10015,신슬비,소비자,중구,서울특별시,대한민국,수도권,TEC-CO-10001472,사무기기,복사기,"Sharp Copy Machine, Laser",614428.416,4,0.37,116994.816
2975,IN-2015-13184,2016-02-11,2016-02-15,표준 배송,AB-10015,신슬비,소비자,중구,서울특별시,대한민국,수도권,TEC-PH-10002570,사무기기,전화기,"Samsung Headset, Full Size",126126.468,2,0.17,-1536.732
2976,IN-2015-13184,2016-02-11,2016-02-15,표준 배송,AB-10015,신슬비,소비자,중구,서울특별시,대한민국,수도권,FUR-BO-10001860,가구,책장,"Sauder Corner Shelving, Traditional",189309.96,2,0.37,-3041.64
2977,IN-2015-56696,2016-10-13,2016-10-13,당일 배송,MS-17530,민해성,소비자,수성구,대구광역시,대한민국,영남,TEC-CO-10004170,사무기기,복사기,"HP Wireless Fax, High-Speed",658040.76,2,0.1,160851.96
2978,IN-2015-56696,2016-10-13,2016-10-13,당일 배송,MS-17530,민해성,소비자,수성구,대구광역시,대한민국,영남,TEC-CO-10000427,사무기기,복사기,"HP Fax Machine, Color",553333.68,2,0.1,129095.28
2979,IN-2015-56696,2016-10-13,2016-10-13,당일 배송,MS-17530,민해성,소비자,수성구,대구광역시,대한민국,영남,OFF-ST-10001534,사무용품,수납용품,"Smead Folders, Industrial",32992.92,2,0.1,13164.12
2980,IN-2012-35808,2013-04-24,2013-04-28,표준 배송,BC-11125,임진섭,홈 오피스,사상구,부산광역시,대한민국,영남,OFF-EN-10003508,사무용품,봉투,"GlobeWeis Peel and Seal, with clear poly window",45771.48,2,0.1,18782.28
2981,ID-2013-61645,2014-06-07,2014-06-11,표준 배송,HA-14905,신성윤,소비자,강남구,서울특별시,대한민국,수도권,OFF-EN-10002425,사무용품,봉투,"Ames Peel and Seal, Set of 50",70726.698,7,0.47,-58864.302
2982,ID-2013-61645,2014-06-07,2014-06-11,표준 배송,HA-14905,신성윤,소비자,강남구,서울특별시,대한민국,수도권,OFF-LA-10000688,사무용품,라벨,"Harbour Creations Shipping Labels, Laser Printer Compatible",12390.552,2,0.47,-2113.848
2983,IN-2012-33183,2013-10-28,2013-10-30,빠른 배송,SB-20170,김자현,소비자,중구,대전광역시,대한민국,충청,TEC-CO-10003901,사무기기,복사기,"HP Copy Machine, Color",1727094.6,7,0,846090
2984,IN-2012-33183,2013-10-28,2013-10-30,빠른 배송,SB-20170,김자현,소비자,중구,대전광역시,대한민국,충청,FUR-BO-10004771,가구,책장,"Ikea Classic Bookcase, Traditional",2519910,6,0,529135.2
2985,IN-2012-33183,2013-10-28,2013-10-30,빠른 배송,SB-20170,김자현,소비자,중구,대전광역시,대한민국,충청,OFF-ST-10004847,사무용품,수납용품,"Tenex File Cart, Blue",543456,4,0,249940.8
2986,IN-2012-33183,2013-10-28,2013-10-30,빠른 배송,SB-20170,김자현,소비자,중구,대전광역시,대한민국,충청,OFF-PA-10004286,사무용품,종이,"Enermax Cards & Envelopes, Recycled",95900.4,2,0,24908.4
2987,IN-2012-33183,2013-10-28,2013-10-30,빠른 배송,SB-20170,김자현,소비자,중구,대전광역시,대한민국,충청,OFF-ST-10003606,사무용품,수납용품,"Smead Box, Single Width",11016,1,0,2754
2988,IN-2012-33183,2013-10-28,2013-10-30,빠른 배송,SB-20170,김자현,소비자,중구,대전광역시,대한민국,충청,TEC-PH-10000896,사무기기,전화기,"Cisco Signal Booster, VoIP",929750.4,6,0,315975.6
2989,IN-2012-33183,2013-10-28,2013-10-30,빠른 배송,SB-20170,김자현,소비자,중구,대전광역시,대한민국,충청,OFF-AP-10002283,사무용품,가전,"Hoover Toaster, Silver",430389,5,0,124695
2990,IN-2012-33183,2013-10-28,2013-10-30,빠른 배송,SB-20170,김자현,소비자,중구,대전광역시,대한민국,충청,OFF-BI-10000206,사무용품,바인더,"Wilson Jones Binder Covers, Economy",34241.4,3,0,13678.2
2991,IN-2013-37698,2014-12-13,2014-12-15,특급 배송,SV-20935,하종호,소비자,중구,울산광역시,대한민국,영남,OFF-ST-10000704,사무용품,수납용품,"Rogers File Cart, Blue",717417,5,0,265302
2992,IN-2015-13002,2016-11-17,2016-11-18,특급 배송,MC-17275,임다영,소비자,오산시,경기도,대한민국,수도권,OFF-ST-10004897,사무용품,수납용품,"Tenex Folders, Blue",117948.312,6,0.17,41203.512
2993,ID-2012-20975,2013-03-17,2013-03-21,표준 배송,BT-11680,장재찬,소비자,동구,울산광역시,대한민국,영남,FUR-FU-10004730,가구,가구류,"Rubbermaid Light Bulb, Erganomic",48084.84,3,0.1,-3782.16
2994,ID-2014-57004,2015-11-02,2015-11-07,표준 배송,JH-15820,한기쁨,소비자,고양시,경기도,대한민국,수도권,OFF-AR-10000513,사무용품,필기구,"BIC Pencil Sharpener, Easy-Erase",29865.6,2,0.5,-8384.4
2995,ID-2014-57004,2015-11-02,2015-11-07,표준 배송,JH-15820,한기쁨,소비자,고양시,경기도,대한민국,수도권,FUR-BO-10001749,가구,책장,"Bush Classic Bookcase, Traditional",673493.76,2,0.2,-117883.44
2996,IN-2012-31496,2013-01-26,2013-01-28,빠른 배송,NM-18445,조우철,홈 오피스,수영구,부산광역시,대한민국,영남,OFF-PA-10000070,사무용품,종이,"Eaton Computer Printout Paper, Recycled",80967.6,3,0,25887.6
2997,IN-2014-72754,2015-06-28,2015-07-05,표준 배송,DG-13300,손영호,기업 고객,청주시,충청북도,대한민국,충청,TEC-PH-10000214,사무기기,전화기,"Apple Speaker Phone, VoIP",1006862.4,8,0,342230.4
2998,IN-2015-59146,2016-05-26,2016-05-30,표준 배송,NF-18595,조동관,홈 오피스,용인시,경기도,대한민국,수도권,OFF-PA-10003744,사무용품,종이,"Green Bar Parchment Paper, Multicolor",132852.96,8,0.1,32240.16
2999,IN-2015-75029,2016-01-23,2016-01-25,특급 배송,SE-20110,차혜민,소비자,동래구,부산광역시,대한민국,영남,FUR-CH-10002250,가구,의자,"Office Star Executive Leather Armchair, Black",476778.6,1,0,224083.8
3000,IN-2015-75029,2016-01-23,2016-01-25,특급 배송,SE-20110,차혜민,소비자,동래구,부산광역시,대한민국,영남,OFF-AR-10002109,사무용품,필기구,"Binney & Smith Sketch Pad, Fluorescent",194126.4,4,0,54345.6
3001,IN-2015-75029,2016-01-23,2016-01-25,특급 배송,SE-20110,차혜민,소비자,동래구,부산광역시,대한민국,영남,OFF-AR-10001329,사무용품,필기구,"BIC Pens, Fluorescent",31701.6,2,0,9180
